SCENARIO,CATEGORY,PRODUCT,FLOW,UNIT,REGION,YEAR,VALUE
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,European Union,2030,704.97
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,European Union,2035,989.2
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,European Union,2050,1303.25
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,European Union,2030,826.65
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,European Union,2035,1136.07
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,European Union,2050,1351.92
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Africa,2010,0.35
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Africa,2022,15
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Africa,2023,19.46
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Africa,2030,136.09
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Africa,2035,270.51
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Africa,2050,644.55
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,Africa,2030,294.43
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,Africa,2035,623.97
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,Africa,2050,1835.38
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Middle East,2010,0.03
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Middle East,2022,16.23
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Middle East,2023,22.92
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Middle East,2030,212.68
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Middle East,2035,377.21
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Middle East,2050,966.81
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,Middle East,2030,275.36
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,Middle East,2035,856.97
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,Middle East,2050,2298.15
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Eurasia,2010,0
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Eurasia,2022,5.48
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Eurasia,2023,6.41
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Eurasia,2030,20.16
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Eurasia,2035,27.08
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Eurasia,2050,40.48
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,Eurasia,2030,25.68
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,Eurasia,2035,44.73
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,Eurasia,2050,100.95
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Russia,2010,0
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Russia,2022,2.56
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Russia,2023,2.82
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Russia,2030,4.97
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Russia,2035,6.09
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Russia,2050,10.33
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,Russia,2030,7.55
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,Russia,2035,11.82
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,Russia,2050,26.77
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Asia Pacific,2010,5.6
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Asia Pacific,2022,742.41
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Asia Pacific,2023,945.84
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Asia Pacific,2030,4091.99
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Asia Pacific,2035,6965.44
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Asia Pacific,2050,14046.94
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,Asia Pacific,2030,4380.29
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,Asia Pacific,2035,8030.16
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,Asia Pacific,2050,17290.24
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,China,2010,0.7
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,China,2022,427.45
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,China,2023,584.32
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,China,2030,3000.54
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,China,2035,5106.92
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,China,2050,9800.48
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,China,2030,3092.27
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,China,2035,5493.94
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,China,2050,10687.9
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,India,2010,0.05
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,India,2022,104.74
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,India,2023,124.64
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,India,2030,539.49
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,India,2035,1015.46
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,India,2050,2552.04
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,India,2030,556.88
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,India,2035,1225.36
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,India,2050,3449.94
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Japan,2010,3.54
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Japan,2022,92.61
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Japan,2023,100.12
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Japan,2030,167.58
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Japan,2035,207.59
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Japan,2050,249.92
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,Japan,2030,171.24
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,Japan,2035,212.41
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,Japan,2050,262.76
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Southeast Asia,2010,0.03
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Southeast Asia,2022,39.85
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Southeast Asia,2023,44.63
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Southeast Asia,2030,107.72
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Southeast Asia,2035,211.7
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Southeast Asia,2050,639.91
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,Southeast Asia,2030,215.36
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,Southeast Asia,2035,516.28
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,Southeast Asia,2050,1681.17
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,World,2010,342.21
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,World,2022,2119.76
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,World,2023,2335.54
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,World,2030,5023.77
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,World,2035,7534.92
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,World,2050,12347.28
Announced Pledges Scenario,Energy,Wind,Electricity generation,TWh,World,2030,5937.8
Announced Pledges Scenario,Energy,Wind,Electricity generation,TWh,World,2035,9548.33
Announced Pledges Scenario,Energy,Wind,Electricity generation,TWh,World,2050,18289.35
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,North America,2010,105.11
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,North America,2022,496.75
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,North America,2023,488.42
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,North America,2030,954.25
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,North America,2035,1461.98
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,North America,2050,2259.11
Announced Pledges Scenario,Energy,Wind,Electricity generation,TWh,North America,2030,1285.93
Announced Pledges Scenario,Energy,Wind,Electricity generation,TWh,North America,2035,2170.37
Announced Pledges Scenario,Energy,Wind,Electricity generation,TWh,North America,2050,4028.48
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,United States,2010,95.15
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,United States,2022,439.27
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,United States,2023,430.11
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,United States,2030,843.34
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,United States,2035,1301.15
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,United States,2050,1942.41
Announced Pledges Scenario,Energy,Wind,Electricity generation,TWh,United States,2030,1143.49
Announced Pledges Scenario,Energy,Wind,Electricity generation,TWh,United States,2035,1932.75
Announced Pledges Scenario,Energy,Wind,Electricity generation,TWh,United States,2050,3555.01
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,Central and South America,2010,3.46
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,Central and South America,2022,117.49
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,Central and South America,2023,134.93
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,Central and South America,2030,262.98
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,Central and South America,2035,378.53
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,Central and South America,2050,774.66
Announced Pledges Scenario,Energy,Wind,Electricity generation,TWh,Central and South America,2030,303.75
Announced Pledges Scenario,Energy,Wind,Electricity generation,TWh,Central and South America,2035,451.99
Announced Pledges Scenario,Energy,Wind,Electricity generation,TWh,Central and South America,2050,1115.89
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,Brazil,2010,2.18
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,Brazil,2022,81.63
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,Brazil,2023,95.37
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,Brazil,2030,161.07
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,Brazil,2035,208.58
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,Brazil,2050,427.65
Announced Pledges Scenario,Energy,Wind,Electricity generation,TWh,Brazil,2030,166.79
Announced Pledges Scenario,Energy,Wind,Electricity generation,TWh,Brazil,2035,232.7
Announced Pledges Scenario,Energy,Wind,Electricity generation,TWh,Brazil,2050,533.77
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,Europe,2010,154.02
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,Europe,2022,556.06
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,Europe,2023,613.37
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,Europe,2030,1209.13
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,Europe,2035,1843.8
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,Europe,2050,2686.97
Announced Pledges Scenario,Energy,Wind,Electricity generation,TWh,Europe,2030,1441.38
Announced Pledges Scenario,Energy,Wind,Electricity generation,TWh,Europe,2035,2297
Announced Pledges Scenario,Energy,Wind,Electricity generation,TWh,Europe,2050,3540.27
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,European Union,2010,139.84
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,European Union,2022,421.32
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,European Union,2023,478.6
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,European Union,2030,921.25
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,European Union,2035,1424.26
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,European Union,2050,2063.82
Announced Pledges Scenario,Energy,Wind,Electricity generation,TWh,European Union,2030,1071.53
Announced Pledges Scenario,Energy,Wind,Electricity generation,TWh,European Union,2035,1712.64
Announced Pledges Scenario,Energy,Wind,Electricity generation,TWh,European Union,2050,2622.75
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,Africa,2010,2.37
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,Africa,2022,24.51
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,Africa,2023,25.38
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,Africa,2030,72.32
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,Africa,2035,126.72
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,Africa,2050,326.58
Announced Pledges Scenario,Energy,Wind,Electricity generation,TWh,Africa,2030,120.35
Announced Pledges Scenario,Energy,Wind,Electricity generation,TWh,Africa,2035,223.34
Announced Pledges Scenario,Energy,Wind,Electricity generation,TWh,Africa,2050,595.56
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,Middle East,2010,0.17
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,Middle East,2022,4.19
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,Middle East,2023,4.37
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,Middle East,2030,25.44
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,Middle East,2035,57.68
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,Middle East,2050,240.93
Announced Pledges Scenario,Energy,Wind,Electricity generation,TWh,Middle East,2030,25.44
Announced Pledges Scenario,Energy,Wind,Electricity generation,TWh,Middle East,2035,103.82
Announced Pledges Scenario,Energy,Wind,Electricity generation,TWh,Middle East,2050,645.81
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,Eurasia,2010,0.01
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,Eurasia,2022,8.04
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,Eurasia,2023,9.19
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,Eurasia,2030,20.13
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,Eurasia,2035,34.85
Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,Eurasia,2050,86.31
Announced Pledges Scenario,Energy,Wind,Electricity generation,TWh,Eurasia,2030,33.14
